256.0127	716.74
210.9795	252.94
59.0595	182.12
91.0545	135.78
166.0276	124.62
171.9678	113.47
158.9755	103.76
186.98	102.97
58.0385	98.02
111.0431	91.09
256.2012	84.32
183.9707	75.22
55.0542	74.1
131.0716	72.12
70.0659	66.11
139.0303	66.05
256.1419	66.01
69.069	65.46
256.1159	60.09
156.9591	56.13
107.0858	55.33
167.0473	51.16
